,words,label
545,adventure time mcdonald happyhappyhappymeal overjoyed d r,positive
546, merck man worked vaccine extremist senator pan paralysed shot exposes truth r,neutral
547, intimidated talent ,negative
548, plastic workshop loughborough uni pink sad a juxtaposition bright vibrant r,negative
549, tbt awww thefosters mortified r,neutral
550, ganja ganjalife ganjah marijuana weedstagram stoned smoke cannabis dope kush liveloud thc weedporn in xad r,neutral
551,uve got horse riding squads invited u town r,neutral
552, mocked years end hairstyles lips apparently kylie jenner started lollllll r,positive
553,depressed take quiz r,neutral
554, films like makes us wonder what point official selection ,neutral
555, r,neutral
556,authentic louis vuitton zippy organizer wallet damier azur canvas r,positive
557, japan pm mocked internet model explanation ,neutral
558, moderated lively informative final panel sex thrillers lee child et al r,neutral
559,wake make sure july sanders studios r,positive
560, notttt nose bleeding cr pic ,neutral
561, little circle happiness r,positive
562, vieuwslive heated debate gmos european commission brushes criticisms video ,positive
563, vote fanarmyfaceoff ,neutral
564,absolute blast past managed text keypad i never know abused r,neutral
565,word today ardent adjective having expressive of characterized intense feeling passionate fervent r,positive
566,make every day valentine day hearts aglow flowers galore r,positive
567,babygurl without life incomplete i promise make year special r,positive
568,exhausted exhilarated days away lake district that best team r,positive
569,problem dont want share treat like dont exist feelingsorry ashamed helpless r,negative
570, retirement fifawwc top scorer celia sasic features week numbers ,neutral
571, infectious health want catch contagion fear r,neutral
572,looking forward disgraced ayad akhtar monday tuesday already sold out r,neutral
573,seriously making appearance excited r,positive
574,til listening doors self titled debut album jim morrison estranged father xad r,negative
575, cheese date til march already green sprinkled dinner ruined r,negative
576,puzzled ciudadmonstruo mexicodf mexicocity urbanlandscape graffiti siler welovebombing urbande xad r,neutral
577, legendary slave burned montreal marie joseph angelique executed r,negative
578,word today ardent adjective having expressive of characterized intense feeling passionate fervent r,positive
579, appalled muslimlivesmatter alllivesmatter r,negative
580, february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee r,positive
581, asks getting valentines day r,neutral
582,wednesday high pressure remains charge yet again staying dry cloudy places gloomy r,neutral
583,average girl always wore smile cheerful happy shoshes older r,positive
584, post mindthegap blog series paralyzed vs stuck hoping difference empowers u r,neutral
585, gloomy piano console unlock guide unlock nintendo wii hot niche guide r,neutral
586, happy bday best year yet we adore you can xaft wait see you happybirthdayselena ,positive
587,well get huge thumbs shirley who today slightly embarrassed elated ,positive
588, grim band logo day sabbat r,neutral
589,little space inside humongous sets studio recognition elated happiness r,positive
590,wondering colour new logo be may help yellow energetic r,positive
591, days remaining take duaa mother mother duaa bless happiness r,positive
592,tell i one this selfiewithdogs doting r,neutral
593, red team finished today lineman challenge poundtherock r,neutral
594,abandoned baby girl found woods eaten alive a ,negative
595, ski reso akita prefecture tazawako area beautiful empty go lasts powder snow r,positive
596, ,neutral
597, happy birthday kiises beautiful angel inside out miss ,positive
598,got worry look dinner see zippy rainbow r,negative
599, february winter rainy stormy windy tuesday night love happy positive passionate calm coffee movie r,positive
600, wait u at still cant see u kappa r,neutral
601,teenager humans georgemichael kid need better pic george teen r,neutral
602, flawed background check system put gun dylann roof hands r,negative
603,feeling gloomy take quiz ,neutral
604,in progress drawing train spotted last bookstore like half finished metaphorical state r,positive
605, depressed depressionquotes death depression xad r,negative
606, foggy drives r,neutral
607, according john jesus came could life abundantly devoted ,positive
608, ,neutral
609, end loneliness join connect singles dating singleguys singleladies r,negative
610, happy patriot vs angry black woman rt nicki minaj feuds taylor swift ,positive
611, xfa distressed sentiment quote photo frame valentine gift shabby chic home decor r,positive
612,would rather wake cheerful yellow calming lavender ,positive
613,get distressed much take quiz ,neutral
614,words needed bikiniamore bikini goodvibes happiness happy sunshin xad r,positive
615, photograph yes puppy cute pose delighted love delhi india gram r,positive
616, paired mugler dress rene caovilla sold out embellished mixed media t strap sandals r,neutral
617, effectual fervent prayer righteous man availeth much prayerismymedicine r,positive
618, xdf xde xdd xdf xda xdf xdf xeb xda xdb xda xdf xde xaf xda xdd xda xdb r,neutral
619,thing works like crazy finished brushing two german shepherds ,positive
620, blue eyes can beaten r,neutral
621, chrome lambo speechless whipcentral r,neutral
622,stupell industries oversized distressed stars letter hanging initial ,negative
623, ,neutral
624, furious ,neutral
625,might ticked bucketlist item marinade ukesofhazard coppafeel r,negative
626, barren waste land r,negative
627, madtree pink boots raise money burned brewer ,negative
628,he passionate i gonna rip eyebrows r,positive
629,huge ct rough crystal red ruby nice heated gemstone natural rock ,positive
630,listen customers know really want caring propertyexperts r,neutral
631,heathrow bound fly early tomorrow morning excited travel southamerica freedom london r,positive
632, everybody think candles liberty london love feel valentinesday r,positive
633,knetz mino taehyun delinquent blablaba winner fanmeeting omg omg charm ikont breath incles like r,positive
634, breaking christian idf soldiers hospitalized attacked beaten group arabs nazareth ht xad r,negative
635,forsaken world mmorpg com um sistema de cria o inovador r,neutral
636, resonant yoga today perfect body little bit sore dancing yesterday yoga resonant r,positive
637, ,neutral
638, australia would get headline funny belligerent animaltheif r,neutral
639, grounded mom feeling nice letting go r,positive
640, squats make knees hurt r,neutral
641,jesus cut deal satan r,neutral
642, time go furious korbel bendah boston ranter r,positive
643, valerie jarrett gives passionate plea rethinkdiscipline spend less incarceration education ,positive
644, brave maggie night night watching outcast now r,positive
645, come see shook up show today p m next friday saturday p m next sunday p m htt xad r,positive
646, tweets here birds vanish florida refuge cc r,neutral
647, continues liar r,negative
648,cayendo copos casi imperceptibles suficientes para hacerte sentir esa felicidad est e infantil snow elated r,neutral
649, fashion joystick thumbstick caps game xbox controller black full rea xad ,neutral
650, xfc xfc xbe abandoned xeb xcb xbf xac xea xbf xba xad xca xcb xbf xac xea xbf r,neutral
651, cat cute r,positive
652, anguished heinous attack imambarah yesterday stand shia brethren today r,negative
653, zayn left r,neutral
654,deserted alley alexanderpolomodov architecture moscow night nightphotography r,positive
655, ,neutral
656, fully committed health today went full body blast class still recovering aching r,positive
